"","zcta","boro","pop_prc_ch","pov_pct_ch","hh_inc_med_ch","rent_gross_med_ch","norm_rental_ch","total_bach_degree_prc_ch","pop_race_asian_prc_ch","pop_race_black_prc_ch","pop_race_hisp_prc_ch","pop_race_white_prc_ch","avg_eviction_1000"
"115","11005","Queens","-0.114074914869467","-0.114074914869467","-0.352020231269667","?","-1.26292564591023","-0.234502335195874","-1","-1","-2.0418860021509","0.017950552113046","0"
"116","11040","Queens","0.0506644518272425","0.0502163678729374","0.157559283115392","0.219303255282696","0.0531670336342242","0.0811403095296763","0.244154795976829","-0.113927832191708","0.212287461671125","-0.281167914496505","0.07"
"117","11096","Queens","0.0601695899639912","0.063045248342445","-0.013661252900232","0.0758364312267658","0.189685929734176","-0.0367391435244604","-0.331620037640699","-0.0768412917521028","-0.0163176080280573","0.13253175377521","0"
"118","11101","Queens","0.154131429363649","0.159420289855072","0.241195175059621","0.214285714285714","-0.155416146266023","0.194495180668177","0.193542095634583","-0.0378876801218035","-0.403435494610438","0.162468596645432","2.72"
"119","11102","Queens","-0.000444747531651199","-0.00514446371956691","0.196703951287312","0.15203955500618","-0.0253525860435148","0.152221660077549","0.0722841790368794","0.19540522765943","-0.020601814081368","-0.0383023023704858","1.46"
"120","11103","Queens","0.0344936376064781","0.034235563872124","0.143877723098622","0.153230769230769","0.0103518915162824","0.054784134218566","0.179990263801444","-0.0102080699112376","-0.0853491895317405","-0.0157077632635429","1.38"
"121","11104","Queens","-0.0231681243926142","-0.0209893882646692","0.141535439308007","0.136786188579017","-0.0731729940922135","0.209968855224554","-0.381007624201288","0.478743208844649","0.05955517359287","0.125514314031206","1.72"
"122","11105","Queens","-0.00402274190087964","-0.00496657628392709","0.15391623806025","0.154501216545012","-0.0167857209189336","0.164868223651369","0.321057902052775","0.319383750763298","-0.10105860685858","-0.0551634768777664","1.19"
"123","11106","Queens","0.0786068659469971","0.0781757330535991","0.186974063400576","0.217084136159281","-0.047559487165059","0.296178356792819","0.293015183659696","-0.250853524506129","-0.0406188080783434","-0.133383564607013","1.54"
"124","11109","Queens","0.38240845602114","0.38240845602114","0.0816794226348107","0.345864661654135","0.0828564060704339","0.0520108457150022","0.394021839190503","0.0300116482908152","-0.406991202223476","-0.164149374590492","2.08"
"125","11201","Brooklyn","0.156121278692232","0.160298038143414","0.195395290520928","0.258407079646018","0.00168991122940319","0.0548317645370543","0.1918480524827","-0.00132414723440736","-0.0644375458411022","-0.0543005762947787","1.04"
